area,name,abbrev,year,alldeaths_inpatient_age75,estimated_potential,eligible,donors,organs,potential_pct,eligible_per_100potential,donors_per_100potential,organs_per_100potential,tx_per_100potential,organ_potential,organ_share,conversion_rate,collabrate,alldonors,allorgans,alltx,dcdorgans,dbdorgans,dbddonors,dcddonors,dbddonor_pct,dcddonor_pct,dbdorgan_pct,dcdorgan_pct,dbdtx,dcdtx,dbdtx_pct,dcdtx_pct,seq
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,1999,2584,187,,61,227,7,,33,121,115,514,44,,,61,227,61,0,222,60,0,98,0,98,0,60,0,98,0,937
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2000,2472,195,,58,206,8,,30,106,97,536,38,,,58,206,58,0,206,58,0,100,0,100,0,58,0,100,0,938
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2001,2602,194,,52,187,7,,27,96,91,535,35,,,52,187,52,0,187,52,0,100,0,100,0,52,0,100,0,939
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2002,2542,191,,60,222,7,,31,116,108,520,43,,,60,222,60,0,222,60,0,100,0,100,0,60,0,100,0,940
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2003,2560,196,,69,246,8,,35,126,119,531,46,,,69,246,69,0,246,69,0,100,0,100,0,69,0,100,0,941
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2004,2447,193,,64,229,8,,33,119,113,526,44,,,64,229,64,0,229,64,0,100,0,100,0,64,0,100,0,942
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2005,2380,203,,66,229,9,,33,113,104,556,41,,,66,229,66,6,223,64,2,97,3,97,3,64,2,97,3,943
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2006,2528,196,,65,232,8,,33,118,112,534,43,,,65,232,65,27,205,54,11,83,17,88,12,54,11,83,17,944
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2007,2520,206,,70,257,8,,34,125,109,559,46,,,70,257,70,27,230,60,10,86,14,89,11,60,10,86,14,945
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2008,2574,235,80,87,287,9,34,37,122,106,640,45,,,87,287,87,70,217,61,26,70,30,76,24,61,26,70,30,946
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2009,2656,257,78,87,288,10,30,34,112,102,698,41,,,87,288,87,72,216,59,28,68,32,75,25,59,28,68,32,947
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2010,2619,257,82,77,287,10,32,30,112,110,702,41,,,77,287,77,19,268,69,8,90,10,93,7,69,8,90,10,948
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2011,2755,236,75,93,314,9,32,39,133,123,640,49,81,87,93,314,93,75,239,61,32,66,34,76,24,61,32,66,34,949
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2012,2717,246,72,83,279,9,29,34,113,105,672,42,85,88,83,279,83,42,237,62,21,75,25,85,15,62,21,75,25,950
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2013,2796,238,94,98,340,9,39,41,143,132,651,52,77,82,98,340,98,51,289,73,25,74,26,85,15,73,25,74,26,951
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2014,2863,274,100,102,359,10,37,37,131,118,743,48,78,82,102,359,102,51,308,78,24,76,24,86,14,78,24,76,24,952
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2015,3014,261,97,99,375,9,37,38,144,134,714,52,80,84,99,375,99,45,330,79,20,80,20,88,12,79,20,80,20,953
 UTOP-OP1 Intermountain Donor Services,Intermountain Donor Services,UTOP,2016,3160,330,103,110,403,10,31,33,122,113,893,45,77,82,110,403,110,65,338,82,28,75,25,84,16,82,28,75,25,954
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,1999,8323,423,,84,308,5,,20,73,62,1191,26,,,84,308,84,3,305,83,1,99,1,99,1,83,1,99,1,955
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2000,8170,436,,82,315,5,,19,72,63,1232,26,,,82,315,82,2,313,81,1,99,1,99,1,81,1,99,1,956
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2001,8025,431,,96,358,5,,22,83,73,1207,30,,,96,358,96,6,352,94,2,98,2,98,2,94,2,98,2,957
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2002,7597,365,,77,253,5,,21,69,64,1017,25,,,77,253,77,20,233,71,6,92,8,92,8,71,6,92,8,958
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2003,9013,454,,98,344,5,,22,76,68,1270,27,,,98,344,98,14,330,93,5,95,5,96,4,93,5,95,5,959
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2004,9019,509,,103,355,6,,20,70,62,1419,25,,,103,355,103,17,338,97,6,94,6,95,5,97,6,94,6,960
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2005,8909,490,,123,446,6,,25,91,78,1361,33,,,123,446,123,35,411,110,13,89,11,92,8,110,13,89,11,961
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2006,9259,482,,132,486,5,,27,101,87,1342,36,,,132,486,132,36,450,119,13,90,10,93,7,119,13,90,10,962
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2007,9187,509,,117,397,6,,23,78,67,1408,28,,,117,397,117,42,355,99,18,85,15,89,11,99,18,85,15,963
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2008,9530,511,173,141,508,5,34,28,99,85,1412,36,,,141,508,141,54,454,120,21,85,15,89,11,120,21,85,15,964
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2009,9256,494,160,136,467,5,32,28,95,79,1373,34,,,136,467,136,45,422,118,18,87,13,90,10,118,18,87,13,965
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2010,8917,524,172,147,557,6,33,28,106,90,1452,38,,,147,557,147,52,505,129,18,88,12,91,9,129,18,88,12,966
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2011,9268,516,166,127,449,6,32,25,87,75,1424,32,64,68,127,449,127,29,420,115,12,91,9,94,6,115,12,91,9,967
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2012,9031,548,191,179,599,6,35,33,109,87,1514,40,72,77,179,599,179,70,529,151,28,84,16,88,12,151,28,84,16,968
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2013,9153,527,170,143,502,6,32,27,95,77,1465,34,68,73,143,502,143,60,442,120,23,84,16,88,12,120,23,84,16,969
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2014,9197,539,156,126,482,6,29,23,89,77,1483,32,71,73,126,482,126,43,439,111,15,88,12,91,9,111,15,88,12,970
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2015,9123,548,172,153,555,6,31,28,101,85,1514,37,72,76,153,555,153,67,488,128,25,84,16,88,12,128,25,84,16,971
 VATB-OP1 LifeNet Health,LifeNet Health,VATB,2016,8976,558,175,131,506,6,31,23,91,76,1539,33,66,69,131,506,131,29,477,119,12,91,9,94,6,119,12,91,9,972
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,1999,9584,600,,118,470,6,,20,78,65,1669,28,,,118,470,118,0,470,118,0,100,0,100,0,118,0,100,0,973
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2000,9404,615,,153,580,7,,25,94,81,1702,34,,,153,580,153,6,574,150,3,98,2,99,1,150,3,98,2,974
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2001,9420,589,,132,513,6,,22,87,75,1628,32,,,132,513,132,4,509,130,2,98,2,99,1,130,2,98,2,975
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2002,9500,620,,128,479,7,,21,77,71,1709,28,,,128,479,128,4,475,126,2,98,2,99,1,126,2,98,2,976
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2003,9455,647,,156,564,7,,24,87,76,1778,32,,,156,564,156,46,518,139,17,89,11,92,8,139,17,89,11,977
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2004,8564,576,,174,632,7,,30,110,100,1589,40,,,174,632,174,93,539,141,33,81,19,85,15,141,33,81,19,978
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2005,8783,555,,154,513,6,,28,92,81,1527,34,,,154,513,154,74,439,129,25,84,16,86,14,129,25,84,16,979
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2006,8638,615,,139,491,7,,23,80,66,1689,29,,,139,491,139,72,419,112,27,81,19,85,15,112,27,81,19,980
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2007,9014,595,,148,570,7,,25,96,86,1635,35,,,148,570,148,53,517,129,19,87,13,91,9,129,19,87,13,981
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2008,9377,653,185,141,526,7,28,22,81,73,1787,29,,,141,526,141,47,479,124,17,88,12,91,9,124,17,88,12,982
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2009,9357,649,159,119,482,7,25,18,74,67,1782,27,,,119,482,119,35,447,107,12,90,10,93,7,107,12,90,10,983
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2010,9061,640,177,142,544,7,28,22,85,74,1761,31,,,142,544,142,51,493,123,19,87,13,91,9,123,19,87,13,984
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2011,9352,649,166,163,564,7,26,25,87,71,1780,32,75,80,163,564,163,93,471,127,36,78,22,84,16,127,36,78,22,985
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2012,9579,680,186,176,624,7,27,26,92,77,1868,33,73,78,176,624,176,99,525,135,41,77,23,84,16,135,41,77,23,986
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2013,9609,689,181,162,595,7,26,23,86,78,1897,31,70,75,162,595,162,80,515,127,35,78,22,87,13,127,35,78,22,987
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2014,10046,686,173,197,692,7,25,29,101,91,1885,37,73,81,197,692,197,181,511,127,70,64,36,74,26,127,70,64,36,988
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2015,10453,719,221,200,712,7,31,28,99,89,1982,36,68,74,200,712,200,136,576,150,50,75,25,81,19,150,50,75,25,989
 WALC-OP1 LifeCenter Northwest,LifeCenter Northwest,WALC,2016,10839,733,213,215,782,7,29,29,107,93,2027,39,76,81,215,782,215,142,640,162,53,75,25,82,18,162,53,75,25,990
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,1999,3446,204,,40,176,6,,20,86,76,582,30,,,40,176,40,0,176,40,0,100,0,100,0,40,0,100,0,991
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2000,3497,213,,52,209,6,,24,98,93,598,35,,,52,209,52,0,209,52,0,100,0,100,0,52,0,100,0,992
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2001,3330,199,,51,201,6,,26,101,96,557,36,,,51,201,51,2,199,50,1,98,2,99,1,50,1,98,2,993
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2002,3335,216,,68,260,6,,31,120,112,601,43,,,68,260,68,2,258,67,1,99,1,99,1,67,1,99,1,994
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2003,3220,195,,68,241,6,,35,124,112,542,44,,,68,241,68,13,228,63,5,93,7,95,5,63,5,93,7,995
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2004,3174,183,,61,197,6,,33,108,92,501,39,,,61,197,61,12,185,57,4,93,7,94,6,57,4,93,7,996
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2005,3000,200,,67,241,7,,34,121,107,551,44,,,67,241,67,5,236,65,2,97,3,98,2,65,2,97,3,997
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2006,2879,214,,70,276,7,,33,129,107,580,48,,,70,276,70,18,258,64,6,91,9,93,7,64,6,91,9,998
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2007,2817,200,,94,323,7,,47,162,137,549,59,,,94,323,94,58,265,72,22,77,23,82,18,72,22,77,23,999
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2008,2840,191,91,91,298,7,48,48,156,130,521,57,,,91,298,91,45,253,74,17,81,19,85,15,74,17,81,19,1000
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2009,2746,193,61,63,232,7,32,33,120,93,530,44,,,63,232,63,56,176,45,18,71,29,76,24,45,18,71,29,1001
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2010,2737,201,85,79,292,7,42,39,145,126,549,53,,,79,292,79,47,245,63,16,80,20,84,16,63,16,80,20,1002
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2011,2598,206,76,72,256,8,37,35,124,103,564,45,72,77,72,256,72,26,230,64,8,89,11,90,10,64,8,89,11,1003
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2012,2638,209,69,77,252,8,33,37,121,93,572,44,78,84,77,252,77,26,226,68,9,88,12,90,10,68,9,88,12,1004
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2013,2769,221,53,72,229,8,24,33,103,83,602,38,74,84,72,229,72,58,171,51,21,71,29,75,25,51,21,71,29,1005
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2014,2898,223,79,72,245,8,35,32,110,89,614,40,75,78,72,245,72,22,223,64,8,89,11,91,9,64,8,89,11,1006
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2015,3029,222,70,74,269,7,32,33,121,101,611,44,73,80,74,269,74,56,213,55,19,74,26,79,21,55,19,74,26,1007
 WIDN-OP1 Wisconsin Donor Network,Wisconsin Donor Network,WIDN,2016,3130,240,100,91,346,8,42,38,144,120,654,53,67,73,91,346,91,49,297,74,17,81,19,86,14,74,17,81,19,1008
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,1999,4275,253,,108,462,6,,43,182,175,716,64,,,108,462,108,16,446,103,5,95,5,97,3,103,5,95,5,1009
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2000,4277,244,,99,374,6,,41,153,141,687,54,,,99,374,99,35,339,87,12,88,12,91,9,87,12,88,12,1010
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2001,4262,250,,96,386,6,,38,154,146,698,55,,,96,386,96,27,359,87,9,91,9,93,7,87,9,91,9,1011
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2002,4184,238,,100,407,6,,42,171,157,664,61,,,100,407,100,50,357,86,14,86,14,88,12,86,14,86,14,1012
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2003,4118,261,,115,427,6,,44,164,148,727,59,,,115,427,115,73,354,89,26,77,23,83,17,89,26,77,23,1013
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2004,3847,241,,133,462,6,,55,192,173,673,69,,,133,462,133,70,392,107,26,80,20,85,15,107,26,80,20,1014
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2005,3807,249,,131,495,7,,53,199,183,688,72,,,131,495,131,60,435,108,23,82,18,88,12,108,23,82,18,1015
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2006,3672,229,,117,411,6,,51,179,159,634,65,,,117,411,117,86,325,87,30,74,26,79,21,87,30,74,26,1016
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2007,3733,277,,127,417,7,,46,150,131,763,55,,,127,417,127,95,322,89,38,70,30,77,23,89,38,70,30,1017
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2008,3747,245,117,137,462,7,48,56,188,174,676,68,,,137,462,137,103,359,100,37,73,27,78,22,100,37,73,27,1018
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2009,3679,246,123,142,499,7,50,58,203,186,674,74,,,142,499,142,98,401,103,39,73,27,80,20,103,39,73,27,1019
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2010,3693,264,99,115,395,7,37,44,150,133,733,54,,,115,395,115,65,330,92,23,80,20,84,16,92,23,80,20,1020
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2011,3812,297,103,136,459,8,35,46,155,133,818,56,88,92,136,459,136,103,356,96,40,71,29,78,22,96,40,71,29,1021
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2012,3590,259,89,115,416,7,34,44,160,141,708,59,93,95,115,416,115,70,346,86,29,75,25,83,17,86,29,75,25,1022
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2013,3817,264,113,127,479,7,43,48,182,159,731,66,81,85,127,479,127,85,394,95,32,75,25,82,18,95,32,75,25,1023
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2014,4093,287,101,126,447,7,35,44,156,139,793,56,86,90,126,447,126,111,336,90,36,71,29,75,25,90,36,71,29,1024
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2015,4148,247,90,106,378,6,36,43,153,140,686,55,83,88,106,378,106,76,302,80,26,75,25,80,20,80,26,75,25,1025
 WIUW-IO1 UW Health Organ and Tissue Donation,UW Health Organ and Tissue Donation,WIUW,2016,4399,310,119,150,504,7,38,48,162,147,865,58,93,95,150,504,150,74,430,118,32,79,21,85,15,118,32,79,21,1026
